title,genre,budget,runtime,year,month,revenue
Pirates of the Caribbean: At World's End,adventure,300000000,169.0,2007,5,961000000
The Benchwarmers,Comedy,0,80.0,2006,4,0
Shall We Dance?,Drama,50000000,107.0,2004,10,170128460
Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy,85000000,82.0,2010,7,112483764
The Prestige,Drama,40000000,130.0,2006,10,109676311
Blade: Trinity,Science Fiction,65000000,123.0,2004,12,128905366
Reindeer Games,Thriller,42000000,124.0,2000,2,32168970
Mr. Deeds,Comedy,50000000,96.0,2002,6,171269535
Transformers: Revenge of the Fallen,Science Fiction,150000000,150.0,2009,6,836297228
Cinderella Man,Romance,88000000,144.0,2005,6,108539911
Identity,,30000000,90.0,2003,4,90259536
Divergent,Adventure,85000000,139.0,2014,3,288747895
Kung Fu Panda 3,Action,145000000,95.0,2016,1,521170825
In the Name of the King: A Dungeon Siege Tale,Adventure,60000000,127.0,2007,11,0
The Final Destination,Horror,40000000,82.0,2009,8,186167139
Gridiron Gang,Action,30000000,125.0,2006,9,41480851
Without Limits,Drama,25000000,117.0,1998,9,777423
The Mummy Returns,Adventure,98000000,130.0,2001,4,433013274
The Fifth Estate,Drama,28000000,128.0,2013,10,8555008
Miracle,Drama,28000000,135.0,2004,2,64445708
Final Destination,Horror,23000000,98.0,2000,3,53302314
Midnight Run,Adventure,30000000,126.0,1988,7,38413606
Little White Lies,Comedy,25000000,154.0,2010,10,48531470
Sky Captain and the World of Tomorrow,,70000000,107.0,2004,9,57958696
City Hall,Drama,0,111.0,1996,2,0
The Village,Drama,60000000,108.0,2004,7,256697520
Me and Orson Welles,Comedy,25000000,114.0,2009,11,2336172
The Flintstones in Viva Rock Vegas,Science Fiction,83000000,90.0,2000,4,59468275
Poltergeist,Horror,10700000,114.0,1982,6,122200000
K-19: The Widowmaker,Drama,100000000,138.0,2002,7,35168966
Jack Ryan: Shadow Recruit,Action,60000000,105.0,2014,1,50549107
Get Him to the Greek,Comedy,40000000,109.0,2010,6,90029656
San Andreas,Action,110000000,114.0,2015,5,470490832
Mindhunters,,27000000,106.0,2004,5,21148829
The Legend of Zorro,Action,75000000,129.0,2005,10,142400065
Catch Me If You Can,Drama,52000000,141.0,2002,12,352114312
The Darkest Hour,Horror,30000000,89.0,2011,12,64626786
Robin Hood,Action,200000000,140.0,2010,5,310669540
Taken 2,Action,45000000,91.0,2012,9,376141306
Random Hearts,Drama,64000000,133.0,1999,10,74608570
The Prince of Egypt,Adventure,70000000,99.0,1998,12,218613188
Top Cat Begins,Comedy,8000000,89.0,2015,10,0
Win a Date with Tad Hamilton!,Comedy,17000000,95.0,2004,1,16980098
The World Is Not Enough,Adventure,135000000,128.0,1999,11,361832400
Primary Colors,Comedy,65000000,143.0,1998,3,0
Murder by Numbers,Crime,50000000,120.0,2002,4,56714147
ParaNorman,,60000000,90.0,2012,8,107139399
S.W.A.T.,Action,80000000,117.0,2003,8,116643346
Resident Evil: Retribution,Action,65000000,95.0,2012,9,240159255
The Specialist,Action,45000000,110.0,1994,10,170362582
Superman Returns,adventure,270000000,154.0,2006,6,391081192
Out of Sight,Romance,48000000,123.0,1998,6,77745568
The Forbidden Kingdom,Action,55000000,104.0,2008,4,127906624
Beauty Shop,Comedy,25000000,105.0,2005,6,36351350
Star Trek IV: The Voyage Home,Science Fiction,24000000,119.0,1986,11,133000000
Michael Collins,Drama,28000000,132.0,1996,10,16900000
Nurse Betty,Comedy,24000000,108.0,2000,9,0
The Best of Me,Drama,26000000,117.0,2014,10,35926213
The Time Traveler's Wife,Drama,39000000,107.0,2009,8,101229792
The Spiderwick Chronicles,Adventure,90000000,95.0,2008,2,162839667
Analyze That,Comedy,60000000,96.0,2002,12,55003135
Arthur Christmas,Drama,0,97.0,2011,2,0
Miss Congeniality 2: Armed and Fabulous,Action,0,115.0,2005,3,0
City By The Sea,Crime,40000000,108.0,2002,9,22433915
Payback,Drama,90000000,100.0,1999,2,161626121
Madagascar,,75000000,86.0,2005,5,532680671
Pay It Forward,Drama,40000000,122.0,2000,10,55707411
Men of Honor,Drama,32000000,129.0,2000,9,48814909
Gods of Egypt,Fantasy,140000000,127.0,2016,2,150680864
The Sisterhood of the Traveling Pants 2,Adventure,27000000,117.0,2008,8,44352417
Australia,Drama,130000000,165.0,2008,11,49554002
Alice Through the Looking Glass,Fantasy,170000000,113.0,2016,5,299370084
Ratatouille,Animation,150000000,111.0,2007,6,623722818
Daylight,Action,80000000,115.0,1996,12,159212469
King's Ransom,Comedy,0,95.0,2005,4,0
Wanted,Action,75000000,110.0,2008,6,258270008
Mars Needs Moms,Adventure,150000000,88.0,2011,3,38992758
The Omen,Horror,2800000,111.0,1976,6,60922980
The Santa Clause 2,Fantasy,65000000,104.0,2002,10,172855065
Four Brothers,Action,45000000,109.0,2005,8,92374674
The Count of Monte Cristo,Action,35000000,131.0,2002,1,75395048
The Princess Diaries 2: Royal Engagement,Comedy,40000000,113.0,2004,8,95149435
A Few Good Men,Drama,40000000,138.0,1992,12,243240178
Unstoppable,Action,100000000,98.0,2010,11,167805466
The International,Drama,50000000,118.0,2009,2,60161391
Back to the Future Part II,Adventure,40000000,108.0,1989,11,332000000
Alive,Action,32000000,120.0,1993,1,36733909
Radio Flyer,Drama,35000000,114.0,1992,2,4651977
North Country,Drama,35000000,126.0,2005,2,25224242
Hannah Montana: The Movie,Comedy,35000000,102.0,2009,4,155545279
Up,Animation,175000000,96.0,2009,5,735099082
Winter's Tale,Drama,60000000,118.0,2014,2,30800231
In & Out,Comedy,35000000,90.0,1997,9,0
Elizabeth,Drama,30000000,124.0,1998,9,82150642
Hoffa,Crime,35000000,140.0,1992,12,0
Charlie's Angels: Full Throttle,Action,120000000,106.0,2003,6,259175788
Hotel Transylvania,Animation,85000000,91.0,2012,9,358375603
Bulletproof Monk,Action,52000000,104.0,2003,3,0
All the Pretty Horses,Drama,57000000,117.0,2000,12,0
Domino,Action,50000000,127.0,2005,9,22944502
The Last Castle,Action,72000000,131.0,2001,10,27642707
102 Dalmatians,Comedy,85000000,100.0,2000,10,183611771
Cradle 2 the Grave,Action,25000000,101.0,2003,2,56489558
The Smurfs,Animation,110000000,103.0,2011,7,563749323
Django Unchained,Drama,100000000,165.0,2012,12,425368238
The Great Gatsby,Drama,105000000,143.0,2013,5,351040419
Hudson Hawk,Action,65000000,100.0,1991,5,17218080
We Own the Night,Drama,21000000,117.0,2007,5,54926886
Mona Lisa Smile,Drama,65000000,117.0,2003,12,0
Anacondas: The Hunt for the Blood Orchid,Adventure,20000000,97.0,2004,8,70992898
Keeping the Faith,Comedy,30000000,127.0,2000,4,37036004
Kiss of the Dragon,Action,25000000,98.0,2001,7,64437847
Gravity,Science Fiction,105000000,91.0,2013,9,716392705
Legends of Oz: Dorothy's Return,Animation,70000000,88.0,2013,6,18662027
The Wolverine,Action,120000000,126.0,2013,7,415440673
Star Trek V: The Final Frontier,Science Fiction,30000000,107.0,1989,6,70200000
Pain & Gain,Thriller,25000000,130.0,2013,4,86175291
United Passions,Drama,27000000,110.0,2014,6,0
Speed Racer,Action,120000000,135.0,2008,5,93945766
Run All Night,Action,50000000,114.0,2015,3,71561644
Blast from the Past,Comedy,35000000,112.0,1999,2,40263020
Alien³,Science Fiction,50000000,114.0,1992,5,159773545
Cloudy with a Chance of Meatballs 2,Animation,78000000,95.0,2013,9,248384621
He's Just Not That Into You,Comedy,40000000,129.0,2009,2,177259441
Babe: Pig in the City,Adventure,90000000,92.0,1998,11,69131860
The Last Witch Hunter,Fantasy,90000000,106.0,2015,10,146936910
The Lord of the Rings: The Two Towers,Adventure,79000000,179.0,2002,12,926287400
The Heat,Action,43000000,117.0,2013,6,158674180
The Change-Up,Comedy,52000000,112.0,2011,8,75450437
Rush Hour 3,Action,140000000,91.0,2007,8,258022233
Teenage Mutant Ninja Turtles,Science Fiction,125000000,101.0,2014,8,477200000
Suspect Zero,Crime,27000000,99.0,2004,8,13000000
Dear John,Drama,25000000,115.0,2010,2,114977104
From Paris with Love,Action,52000000,92.0,2010,2,52826594
Must Love Dogs,Comedy,30000000,98.0,2005,7,58405313
Bedtime Stories,Fantasy,80000000,99.0,2008,12,212874442
Hairspray,,50000000,117.0,2007,7,90450008
Rango,Animation,135000000,107.0,2011,3,245724603
L.A. Confidential,Crime,35000000,138.0,1997,9,126216940
The Hunchback of Notre Dame,Drama,100000000,91.0,1996,6,100138851
D-Tox,Action,55000000,96.0,2002,1,6416302
Criminal,Action,31500000,113.0,2016,4,14708696
Predators,Action,40000000,107.0,2010,7,126248813
The 40 Year Old Virgin,Comedy,26000000,116.0,2005,8,109449237
The Phantom,Adventure,45000000,100.0,1996,6,17300889
We Bought a Zoo,Drama,50000000,124.0,2011,12,120081841
Elizabethtown,Comedy,57000000,123.0,2005,10,52034889
Sucker Punch,Action,82000000,110.0,2011,3,89792502
Pride and Glory,Thriller,30000000,130.0,2008,9,31148328
Pinocchio,Animation,2600000,88.0,1940,2,84300000
Medicine Man,Adventure,40000000,106.0,1992,2,0
Extraordinary Measures,Drama,31000000,105.0,2010,1,15134293
The Fountain,Drama,35000000,96.0,2006,9,15304890
Mortdecai,Comedy,60000000,106.0,2015,1,30418560
Marie Antoinette,Drama,40000000,123.0,2006,5,60474340
Burn After Reading,Comedy,37000000,96.0,2008,9,163720069
Happily N'Ever After,Animation,47000000,75.0,2006,9,38085778
Ronin,Action,55000000,122.0,1998,9,41610884
Boomerang,Comedy,40000000,117.0,1992,6,70100000
The Astronaut's Wife,Drama,75000000,109.0,1999,8,19598588
Immortals,Fantasy,75000000,110.0,2011,11,226904017
G.I. Jane,Action,50000000,125.0,1997,8,48169156
The Hangover Part II,Comedy,80000000,102.0,2011,5,254455986
Surrogates,Action,80000000,89.0,2009,9,122444772
Funny People,Comedy,75000000,146.0,2009,7,61458982
The Sentinel,Action,60000000,108.0,2006,4,77920346
Aladdin,Animation,28000000,90.0,1992,11,504050219
Across the Universe,Adventure,0,133.0,2007,9,0
The Reader,Drama,32000000,124.0,2008,12,113019290
Wall Street: Money Never Sleeps,Drama,70000000,133.0,2010,9,134748021
The Notebook,Romance,29000000,123.0,2004,6,115603229
Interview with the Vampire,Horror,60000000,123.0,1994,11,223664608
One for the Money,Action,40000000,91.0,2012,1,36893721
Batman Returns,Action,80000000,126.0,1992,6,280000000
Magnolia,Drama,37000000,188.0,1999,12,48451803
Exorcist: The Beginning,Horror,80000000,114.0,2004,8,78000586
Batman v Superman: Dawn of Justice,Action,250000000,151.0,2016,3,873260194
Daddy Day Care,Comedy,60000000,92.0,2003,5,164433867
The Bad Lieutenant: Port of Call - New Orleans,Drama,25000000,122.0,2009,9,10589102
Hall Pass,Comedy,36000000,105.0,2011,2,83160734
Schindler's List,Drama,22000000,195.0,1993,11,321365567
The Shawshank Redemption,Drama,25000000,142.0,1994,9,28341469
Fat Albert,Comedy,0,93.0,2004,12,0
The Godfather: Part III,Crime,54000000,162.0,1990,12,136766062
Monster-in-Law,Romance,43000000,101.0,2005,5,154749918
Wild Card,Thriller,30000000,92.0,2015,1,0
Notes on a Scandal,Drama,15000000,92.0,2006,12,49469904
Hansel & Gretel: Witch Hunters,Fantasy,50000000,88.0,2013,1,224803475
Dolphin Tale,Drama,37000000,113.0,2011,9,95404397
Sherlock Holmes: A Game of Shadows,Adventure,125000000,129.0,2011,11,334615000
Animals United,Animation,0,93.0,2010,10,0
Here Comes the Boom,Comedy,0,105.0,2012,10,73100172
Pan,Adventure,150000000,111.0,2015,9,128388320
Pirates of the Caribbean: At World's End,adventure,300000000,169.0,2007,5,961000000
Ghost Rider: Spirit of Vengeance,Action,57000000,95.0,2011,12,149217355
The Flintstones,Fantasy,46000000,91.0,1994,5,341631208
A Thousand Words,Drama,40000000,91.0,2012,3,22044277
Blow,Crime,53000000,124.0,2001,4,83282296
America's Sweethearts,Comedy,0,102.0,2001,7,0
Queen of the Damned,Drama,35000000,101.0,2002,2,45479110
The Lion King,,45000000,89.0,1994,6,788241776
Bridge to Terabithia,Adventure,60000000,96.0,2007,2,137587063
Mission: Impossible - Rogue Nation,Action,150000000,131.0,2015,7,682330139
Fury,,68000000,135.0,2014,10,211817906
Sin City: A Dame to Kill For,Crime,65000000,102.0,2014,8,39407616
War of the Worlds,Adventure,132000000,116.0,2005,6,591739379
Abraham Lincoln: Vampire Hunter,Action,69000000,94.0,2012,6,112265139
War Horse,Drama,66000000,146.0,2011,12,177584879
Perfume: The Story of a Murderer,Crime,50000000,147.0,2006,9,132180323
Antz,Adventure,60000000,83.0,1998,10,171757863
Percy Jackson & the Olympians: The Lightning Thief,Adventure,95000000,118.0,2010,2,226497209
Tomorrowland,Adventure,190000000,130.0,2015,5,209154322
Guardians of the Galaxy,Action,170000000,121.0,2014,7,773328629
Dredd,Action,50000000,95.0,2012,9,41037742
17 Again,Comedy,20000000,102.0,2009,3,136267476
Cheaper by the Dozen 2,Comedy,60000000,94.0,2005,12,129181830
The Bucket List,Drama,45000000,97.0,2007,12,175372502
The Hobbit: An Unexpected Journey,Adventure,250000000,169.0,2012,11,1021103568
Terminator 3: Rise of the Machines,Action,200000000,109.0,2003,7,435000000
22 Jump Street,Crime,50000000,112.0,2014,6,188441614
Baby's Day Out,Action,50000000,99.0,1994,7,16671505
The Saint,Thriller,68000000,116.0,1997,4,118063304
"Bright Lights, Big City",Drama,0,107.0,1988,4,0
Speed 2: Cruise Control,Action,160000000,121.0,1997,6,164508066
Cars 2,Animation,200000000,106.0,2011,6,559852396
Walk Hard: The Dewey Cox Story,Comedy,35000000,96.0,2007,12,18317151
Prince of Persia: The Sands of Time,Adventure,150000000,116.0,2010,5,335154643
The Tale of Despereaux,Adventure,60000000,93.0,2008,12,50877145
A Good Year,Comedy,35000000,118.0,2006,9,42064105
The Lake House,Romance,40000000,99.0,2006,6,114830111
Percy Jackson: Sea of Monsters,Adventure,90000000,106.0,2013,8,174578751
Alien: Resurrection,Science Fiction,70000000,109.0,1997,11,162000000
The Ridiculous 6,Comedy,60000000,119.0,2015,12,0
The Nutcracker: The Untold Story,Fantasy,90000000,110.0,2010,11,16178959
Snowpiercer,Action,39200000,126.0,2013,8,86758912
Robin Hood: Prince of Thieves,Adventure,48000000,143.0,1991,6,390493908
9,Action,30000000,79.0,2009,8,48428063
The Gambler,Thriller,25000000,111.0,2014,12,39171130
Independence Day,Action,75000000,145.0,1996,6,816969268
Brave,Animation,185000000,93.0,2012,6,538983207
The Box,Thriller,30000000,115.0,2009,9,33333531
Broken Arrow,Action,50000000,108.0,1996,2,150270147
Bee Movie,,150000000,91.0,2007,10,287594577
The Nativity Story,Drama,35000000,101.0,2006,12,0
Eragon,Fantasy,100000000,104.0,2006,12,249288105
Something's Gotta Give,Drama,80000000,128.0,2003,12,266728738
Mr. & Mrs. Smith,Action,110000000,120.0,2005,6,478207520
Leatherheads,Comedy,58000000,114.0,2008,3,41299492
Finding Nemo,Animation,94000000,100.0,2003,5,940335536
Torque,Action,40000000,84.0,2004,1,46546197
Lost Souls,Horror,0,97.0,2000,10,0
Body of Lies,Action,70000000,128.0,2008,10,113280098
On the Road,Adventure,25000000,137.0,2012,5,8784318
Cloud Atlas,Drama,102000000,172.0,2012,10,130482868
The Rugrats Movie,Animation,30000000,79.0,1998,11,100491683
Snow White and the Huntsman,Adventure,170000000,127.0,2012,5,396600000
Ocean's Thirteen,Crime,85000000,122.0,2007,6,311312624
Memoirs of a Geisha,Drama,85000000,145.0,2005,12,162242962
The 5th Wave,Adventure,38000000,112.0,2016,1,109906372
The X Files,,66000000,121.0,1998,6,189198313
Hope Springs,Drama,30000000,100.0,2012,8,114281051
Osmosis Jones,Adventure,75000000,95.0,2001,8,13596911
Thunderbirds,Action,57000000,95.0,2004,7,28283637
Bound by Honor,Action,35000000,180.0,1993,2,0
Godsend,Drama,25000000,102.0,2004,4,30114487
Bicentennial Man,Comedy,100000000,131.0,1999,12,93700000
The Butler,Drama,25000000,132.0,2013,8,115922175
A Simple Wish,Adventure,28000000,86.0,1997,7,8345056
Miss Congeniality,Comedy,45000000,111.0,2000,12,212000000
Edge of Tomorrow,Action,178000000,113.0,2014,5,370541256
Snow Falling on Cedars,Drama,0,127.0,1999,12,0
Avengers: Age of Ultron,Action,280000000,141.0,2015,4,1405403694
Babylon A.D.,Action,70000000,101.0,2008,8,72108608
Zodiac,Crime,65000000,157.0,2007,3,84785914
Lucy,Action,40000000,89.0,2014,7,126546825
Resident Evil: Extinction,Horror,45000000,94.0,2007,9,148412065
The Reaping,Horror,40000000,99.0,2007,4,62771059
Jeepers Creepers 2,Horror,17000000,104.0,2003,8,63102666
No Country for Old Men,Crime,25000000,122.0,2007,11,171600000
The Wedding Planner,Comedy,35000000,103.0,2001,1,94728529
Harry Potter and the Goblet of Fire,Adventure,150000000,157.0,2005,11,895921036
Warriors of Virtue,Fantasy,0,103.0,1997,5,0
The Bourne Identity,Action,60000000,119.0,2002,6,214034224
The Client,Drama,45000000,119.0,1994,7,117615211
Bruce Almighty,Fantasy,80000000,101.0,2003,5,484572835
The Postman,Drama,80000000,177.0,1997,12,17626234
G.I. Joe: The Rise of Cobra,Adventure,175000000,118.0,2009,8,302469017
Mystery Men,Adventure,68000000,121.0,1999,8,29762011
Cradle Will Rock,Drama,0,132.0,1999,12,0
Exit Wounds,Action,50000000,101.0,2001,3,79958599
Little Black Book,Comedy,35000000,111.0,2004,8,22034832
Get Smart,Action,80000000,110.0,2008,6,230685453
Jack the Giant Slayer,Action,195000000,114.0,2013,2,197687603
Little Fockers,Comedy,100000000,98.0,2010,12,310650585
Lords of Dogtown,Drama,25000000,107.0,2005,6,13411957
Cry Freedom,Drama,0,157.0,1987,11,0
The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,155000000,113.0,2010,8,415686217
Sgt. Bilko,Comedy,0,90.0,1996,3,0
The Order,Drama,35000000,102.0,2003,9,11560806
The Messenger: The Story of Joan of Arc,Adventure,60000000,148.0,1999,10,66976317
Clear and Present Danger,Action,62000000,141.0,1994,8,215887717
The Magic Flute,Comedy,0,133.0,2006,9,0
Reds,Drama,32000000,195.0,1981,12,40382659
Evita,,55000000,134.0,1996,12,141047179
The Medallion,Thriller,41000000,88.0,2003,8,0
The Devil Wears Prada,Comedy,35000000,109.0,2006,6,326551094
Curious George,Adventure,50000000,86.0,2006,2,69834815
American Wedding,Comedy,55000000,103.0,2003,8,231449203
Maid in Manhattan,Comedy,55000000,105.0,2002,12,154906693
The Young and Prodigious T.S. Spivet,Adventure,33000000,105.0,2013,10,9494789
Flyboys,Action,60000000,140.0,2006,9,17800000
Firewall,Thriller,45000000,105.0,2006,2,82800000
We're the Millers,Comedy,37000000,110.0,2013,8,269994119
Kundun,Drama,28000000,134.0,1997,12,5684789
Hotel Transylvania 2,Animation,80000000,89.0,2015,9,473226958
The Alamo,,145000000,137.0,2004,4,25819961
The Scarlet Letter,Drama,50000000,135.0,1995,10,10382407
Runaway Bride,Comedy,70000000,116.0,1999,7,309457509
How to Train Your Dragon,Fantasy,165000000,98.0,2010,3,494878759
Elysium,Science Fiction,115000000,109.0,2013,8,286140700
Nixon,,44000000,192.0,1995,12,13681765
Astro Boy,Animation,65000000,94.0,2009,10,44091067
Wild Hogs,Action,0,100.0,2007,3,253625427
Patch Adams,Comedy,50000000,115.0,1998,12,202292902
Star Trek VI: The Undiscovered Country,Science Fiction,27000000,113.0,1991,12,96900000
How Do You Know,Comedy,120000000,121.0,2010,12,48668907
Spy Kids 2: The Island of Lost Dreams,Action,38000000,100.0,2002,8,119723358
Lost in Space,Adventure,80000000,130.0,1998,4,136159423
Star Trek,Science Fiction,150000000,127.0,2009,5,385680446
Little Shop of Horrors,Horror,25000000,94.0,1986,12,38748395
License to Wed,Comedy,35000000,91.0,2007,7,69307224
The Hunger Games: Mockingjay - Part 1,Science Fiction,125000000,123.0,2014,11,752100229
Blue Streak,Action,65000000,93.0,1999,9,117758500
Sicario,Action,30000000,121.0,2015,9,84025816
How to Train Your Dragon 2,Fantasy,145000000,102.0,2014,6,609123048
Where the Truth Lies,Drama,25000000,107.0,2005,10,0
Florence Foster Jenkins,Comedy,29000000,110.0,2016,5,48902953
The Kingdom,Thriller,70000000,110.0,2007,8,86658558
RoboCop,Action,120000000,102.0,2014,1,242688965
Blood and Wine,Crime,26000000,101.0,1996,10,0
The Incredibles,Action,92000000,115.0,2004,11,631442092
Legion,Horror,26000000,100.0,2010,1,67918658
Get Rich or Die Tryin',Drama,40000000,117.0,2005,11,46442528
Ice Age,Animation,59000000,81.0,2002,3,383257136
The River Wild,Action,45000000,111.0,1994,9,0
Oblivion,Action,120000000,124.0,2013,4,286168572
The Mexican,Action,57000000,123.0,2001,3,147845033
Last Action Hero,Adventure,85000000,130.0,1993,6,137298489
Meet Joe Black,Fantasy,90000000,178.0,1998,11,142940100
The Time Machine,Science Fiction,80000000,96.0,2002,3,123729176
28 Days,Comedy,43000000,103.0,2000,4,0
In Dreams,Drama,0,100.0,1999,1,0
Treasure Planet,Adventure,140000000,95.0,2002,11,109578115
Despicable Me 2,Animation,76000000,98.0,2013,6,970761885
Rocky Balboa,Drama,24000000,102.0,2006,12,155721132
Jack and Jill,Comedy,79000000,91.0,2011,11,149673788
Ali,Drama,107000000,157.0,2001,12,87713825
Toy Story 3,Animation,200000000,103.0,2010,6,1066969703
Red Cliff,Adventure,80341000,150.0,2008,7,127814609
The League of Extraordinary Gentlemen,Fantasy,78000000,110.0,2003,7,179265204
Minions,,74000000,91.0,2015,6,1156730962
Shallow Hal,Comedy,40000000,114.0,2001,11,141069860
Pandorum,Action,33000000,108.0,2009,9,20645327
Draft Day,Drama,25000000,109.0,2014,4,28831145
Mission: Impossible,Adventure,80000000,110.0,1996,5,457696359
Collateral Damage,Action,85000000,108.0,2002,2,78382433
The Prince & Me,Comedy,0,111.0,2004,3,0
August: Osage County,Comedy,25000000,121.0,2013,12,74188937
Pineapple Express,Action,27000000,111.0,2008,8,101624843
Neighbors 2: Sorority Rising,Comedy,35000000,91.0,2016,5,108758521
Dick Tracy,Adventure,47000000,103.0,1990,6,103738726
The Book of Life,Romance,50000000,95.0,2014,10,97437106
Closer,Drama,27000000,104.0,2004,12,115505027
Final Destination 2,Horror,26000000,90.0,2003,1,90426405
Dracula,Romance,40000000,128.0,1992,11,215862692
Inspector Gadget,Action,75000000,78.0,1999,7,0
Star Trek: Insurrection,Science Fiction,70000000,103.0,1998,12,118000000
Crocodile Dundee in Los Angeles,Adventure,21150000,92.0,2001,4,39438674
Serendipity,Comedy,28000000,90.0,2001,10,77516304
Man on Fire,Action,70000000,146.0,2004,4,130293714
Nine,Drama,80000000,112.0,2009,12,53825515
Madagascar 3: Europe's Most Wanted,Animation,145000000,93.0,2012,6,746921274
Brüno,Comedy,42000000,83.0,2009,7,0
Free Birds,Animation,55000000,91.0,2013,10,110000000
The Adventurer: The Curse of the Midas Box,Fantasy,25000000,99.0,2013,12,6399
Doomsday,Action,30000000,108.0,2008,3,22211426
The Waterboy,Comedy,23000000,90.0,1998,11,185991646
The X Files: I Want to Believe,Drama,30000000,104.0,2008,7,68369434
Underworld: Awakening,Fantasy,70000000,88.0,2012,1,160112671
Live Free or Die Hard,Action,110000000,128.0,2007,6,383531464
Stepmom,Drama,0,124.0,1998,12,0
Shin Godzilla,Action,15000000,120.0,2016,7,77000000
Kindergarten Cop,Comedy,15000000,111.0,1990,12,201957688
Beyond Borders,Drama,35000000,127.0,2003,10,0
Original Sin,Drama,42000000,118.0,2001,8,35402320
Chill Factor,Action,70000000,101.0,1999,9,11263966
Mr. Peabody & Sherman,Animation,145000000,92.0,2014,2,272912430
The Huntsman: Winter's War,Action,115000000,114.0,2016,4,164602163
Scott Pilgrim vs. the World,Action,60000000,112.0,2010,7,47664559
The Dark Knight,Drama,185000000,152.0,2008,7,1004558444
"I, Robot",Action,120000000,115.0,2004,7,347234916
Colombiana,Action,40000000,108.0,2011,7,60965854
The Ring Two,Drama,50000000,110.0,2005,3,161451538
Ninja Assassin,Action,40000000,99.0,2009,9,60462347
Clash of the Titans,Adventure,125000000,106.0,2010,4,232713139
Valentine's Day,Comedy,52000000,125.0,2010,2,216485654
Sausage Party,Adventure,19000000,83.0,2016,7,140752617
Species,Science Fiction,35000000,108.0,1995,7,113374103
Multiplicity,Comedy,45000000,117.0,1996,7,0
Step Up Revolution,,33000000,99.0,2012,7,140470746
Sphere,Science Fiction,75000000,134.0,1998,2,13100000
The Day After Tomorrow,Action,125000000,124.0,2004,5,544272402
The Hobbit: The Battle of the Five Armies,Action,250000000,144.0,2014,12,956019788
Sex Tape,Comedy,40000000,97.0,2014,7,126069509
Prometheus,Science Fiction,130000000,124.0,2012,5,403170142
The Wild Thornberrys Movie,Animation,35000000,85.0,2002,12,0
After Earth,Science Fiction,130000000,100.0,2013,5,243843127
Return to Oz,Adventure,25000000,109.0,1985,6,11137801
Welcome to Mooseport,Comedy,30000000,110.0,2004,2,14000000
Looney Tunes: Back in Action,Animation,80000000,90.0,2003,11,68514844
Alice in Wonderland,,200000000,108.0,2010,3,1025491110
The Hunting Party,Action,0,101.0,2007,9,0
Micmacs,Action,33000000,100.0,2009,10,14000000
Bowfinger,Comedy,55000000,97.0,1999,8,0
The Croods,Adventure,135000000,98.0,2013,3,585178928
Love Actually,Comedy,40000000,135.0,2003,9,244931766
Courage Under Fire,Drama,46000000,117.0,1996,7,100860818
Mission to Mars,Science Fiction,90000000,114.0,2000,3,60874615
Aloha,Drama,37000000,105.0,2015,5,26250020
Dolphin Tale 2,,36000000,107.0,2014,9,52424533
Scream 4,Horror,40000000,111.0,2011,4,97138686
Octopussy,Adventure,27500000,131.0,1983,6,187500000
The Ugly Truth,Comedy,38000000,96.0,2009,7,205298907
Playing for Keeps,Comedy,35000000,106.0,2012,11,0
Punch-Drunk Love,Comedy,25000000,95.0,2002,10,17000000
The Phantom of the Opera,Thriller,70000000,143.0,2004,12,154648887
Journey 2: The Mysterious Island,Adventure,79000000,94.0,2012,1,355692760
The Fisher King,Comedy,24000000,137.0,1991,9,41895491
Gangster Squad,Crime,60000000,113.0,2013,1,105200903
Jersey Girl,Comedy,35000000,102.0,2004,3,36098382
The Twilight Saga: Eclipse,Adventure,68000000,124.0,2010,6,698491347
The Hateful Eight,Crime,44000000,167.0,2015,12,155760117
Sahara,Action,130000000,124.0,2005,4,119269486
Anna Karenina,Drama,0,130.0,2012,9,68929150
Forbidden Kingdom,Thriller,26000000,127.0,2014,1,0
The Fast and the Furious,Action,38000000,106.0,2001,6,207283925
Erin Brockovich,Drama,52000000,131.0,2000,3,256271286
The General's Daughter,Crime,60000000,116.0,1999,6,149705852
Jingle All the Way,,60000000,89.0,1996,11,129832389
Burlesque,Drama,55000000,119.0,2010,11,89519773
This Is It,,60000000,111.0,2009,10,0
Eight Legged Freaks,Action,0,99.0,2002,7,0
Flags of Our Fathers,,90000000,132.0,2006,10,65900249
Black Mass,Crime,53000000,122.0,2015,9,98837872
The Sixth Sense,,40000000,107.0,1999,8,672806292
What Planet Are You From?,Comedy,60000000,105.0,2000,3,0
A Time to Kill,Crime,40000000,149.0,1996,7,152266007
Shutter Island,Drama,80000000,138.0,2010,2,294804195
Scrooged,Fantasy,0,101.0,1988,11,60328000
Deadpool,Action,58000000,108.0,2016,2,783112979
The Town,Crime,37000000,125.0,2010,9,154026136
Maximum Risk,Action,25000000,100.0,1996,9,51702483
The Curse of the Were-Rabbit,Adventure,30000000,85.0,2005,9,192452832
Underworld: Rise of the Lycans,Fantasy,35000000,92.0,2009,1,91353501
Red Eye,Horror,26000000,85.0,2005,8,57891803
The Negotiator,Action,50000000,140.0,1998,7,44547681
Hostage,,52000000,113.0,2005,3,77944725
Hannibal Rising,Crime,50000000,121.0,2007,2,82169884
